"","objectId","title","group","salesrank","categories"
"734",6101,"Causation, Prediction, and Search, Second Edition (Adaptive Computation and Machine Learning)","Book",430064,6
"735",6102,"Love, etc.","Book",575728,2
"736",6103,"High Crimes","Book",1219249,3
"737",6104,"Virtuoso No. 2","Music",64035,2
"738",6105,"The Basie Big Band (20 Bit Mastering)","Music",32237,4
"739",6106,"Moon Handbooks Baja (Moon Handbooks : Baja)","Book",408435,5
"740",6107,"Private Warriors","Book",714148,6
"741",6108,"Housebroken: 3 Novellas","Book",1511870,4
"742",6109,"Producing the Promise (Keys of the Kingdom Trilogy Ser)","Book",423715,2
"743",6110,"Ella and Oscar (20 Bit Mastering)","Music",17723,2
"744",6111,"Modern Drama: Selected Plays from 1879 to the Present","Book",83936,4
"745",6112,"Dieting And Other Weighty Issues (Girl Code Books)","Book",2152532,4
"746",6113,"PSI Spies","Book",181657,1
"747",6115,"Deer in the Snow (Holiday Cards)","Book",760827,3
"748",6116,"Gold Jewelry from Tibet and Nepal","Book",685428,6
"749",6117,"Sing A Lover's Concerto and Attack!","Music",92961,7
"750",6118,"The Art of Political Warfare","Book",328467,4
"751",6119,"K-39","Music",153555,6
"752",6120,"All Mitch Ryder Hits!","Music",90283,3
"753",6121,"Recreating Your Self: Building Self-Esteem Through Imaging and Self-Hypnosis","Book",184351,5
"754",6122,"Surfbeat","Music",107719,4
"755",6123,"Seven Steps to Eternity, The true story of one man's journey into the afterlife - as told to 'psychic surgeon' Stephen Turoff","Book",336894,2
"756",6124,"The ASTD Training and Development Handbook: A Guide to Human Resource Development","Book",16306,11
"757",6125,"The Turtles Present the Battle of the Bands","Music",126522,4
"758",6126,"Cruciformity: Paul's Narrative Spirituality of the Cross","Book",275998,4
"759",6127,"CCDA: Cisco Certified Design Associate Exam Notes Exam 640-441","Book",644737,8
"760",6128,"Ruth (Anchor Bible)","Book",434806,6
"761",6129,"Apache Jakarta-Tomcat","Book",440058,4
"762",6130,"Harry Potter and the Order of the Phoenix (Book 5, Audio)","Book",2135,11
"763",6131,"It's a Cold Ass World: The Beginning","Music",81618,9
"764",6132,"A Human Being Died That Night : A South African Story of Forgiveness","Book",301728,3
"765",6133,"Song of the Silent Snow","Book",180503,3
"766",6134,"A Survey of the Woman Problem","Book",3319330,0
"767",6135,"Beyond the Ridge","Book",448399,3
"768",6136,"Piano Repertoire / Level 1","Book",946321,0
"769",6137,"From Pigtails to Wedding Bells","Book",1336697,1
"770",6138,"Christ the Healer","Book",79750,3
"771",6139,"Meyerbeer: Robert le Diable","Music",138652,4
"772",6140,"The Kingsmen in Person","Music",187118,4
"773",6141,"Kronos Caravan","Music",38102,5
"774",6142,"Cold War Secret Nuclear Bunkers: The Passive Defence of the Western World During the Cold War               C","Book",619622,2
"775",6143,"Yes [Single]","Music",275793,1
"776",6144,"Drawing as Expression: Techniques and Concepts","Book",438866,3
"777",6145,"Turn Left on Green: A Novel of Stock Car Racing","Book",200546,6
"778",6146,"Beastiarium: Animals & Nature in Medieval Music","Music",259759,1
"779",6147,"A Gathering of Gifts (Journey Book)","Book",913562,6
"780",6148,"Prime Time","Music",15926,3
"781",6149,"Applied Law in the Behavioral Health Professions: A Textbook for Social Workers, Counselors, and Psychologists","Book",1090653,2
"782",6150,"Goblin Fruit: Stories","Book",956962,3
"783",6151,"Papal Primacy in the Third Millennium","Book",706039,3
"784",6152,"How Long Has This Been Going On?","Music",74625,4
"785",6153,"Numerical Secrets of the Bible: Rediscovering the Bible Codes","Book",627153,5
"786",6154,"Dying in the City of the Blues: Sickle Cell Anemia and the Politics of Race and Health","Book",455130,4
"787",6155,"Youm Wara Youm","Music",22404,11
"788",6156,"Spectacle","Music",374195,0
"789",6157,"Teen Spirit: New Edition","Music",188868,3
"790",6158,"Ellitmane Toh","Music",49028,9
"791",6159,"Pan-African Connection: From Slavery to Garvey and Beyond (New Marcus Garvey Library, No 6)","Book",1412135,1
"792",6160,"Midnight Moon","Music",58993,7
"793",6161,"Ambassador of the Dead","Book",865238,2
"794",6162,"The Farm Alphabet Book","Book",516497,0
"795",6163,"Live Shit: Binge & Purge (CD & DVD)","Music",20368,6
"796",6164,"2003 Ano de Exitos Salsa","Music",258472,3
"797",6165,"Beyond Earthway : A Comprehensive Question-and-Answer Guide to Total Mind, Body, and Spirit Health (Religion and Spirituality)","Book",373497,6
"798",6166,"Kosovo: How Myths and Truths Started a War","Book",330859,3
"799",6167,"Saint Patrick : Pioneer Missionary to Ireland","Book",661331,3
"800",6168,"Landscape Plants for Subtropical Climates","Book",338904,6
"801",6169,"Dignity and Liberty : Constitutional Visions in Germany and the United States (Issues in Comparative Public Law)","Book",972600,3
"802",6170,"Dr. Death (Alex Delaware)","Book",18042,5
"803",6171,"No System","Book",1387514,5
"804",6172,"Precious Memories","Music",272515,22
"805",6173,"The World Within the Word: Essays","Book",264949,4
"806",6174,"Shadows Linger : A Novel of the Black Company (Chronicles of The Black Company)","Book",54978,2
"807",6175,"Unsafe Sax","Music",331672,9
"808",6176,"Desire under the Elms","Video",19202,13
"809",6177,"A Handbook of Criminal Law Terms (Blacklaw Dictionary Series)","Book",544009,4
"810",6178,"The PSYCHOLOGY OF SELLING THE ART OF CLOSING SALES : The Art of Closing Sales","Book",171866,8
"811",6179,"Songs from the Heart","Music",297317,15
"812",6180,"Amelia Bedelia (I Can Read Books (Harper Paperback))","Book",1499288,4
"813",6181,"Fire: A Brief History (Cycle of Fire Weyerhaeuser Environmental Books)","Book",292247,9
"814",6182,"Tiny Broadwick: The First Lady of Parachuting","Book",1031097,4
"815",6183,"Bartlett's Familiar Quotations: A Collection of Passages, Phrases, and Proverbs Traced to Their Sources in Ancient and Modern Literature (17th Edition)","Book",4077,2
"816",6184,"BACKSTREET BOYS AND AARON CARTER","Book",883492,2
"817",6185,"Information Productivity: Assessing Information Management Costs of U. S. Corporations","Book",711109,1
"818",6186,"Larousse Encyclopedia of Wine","Book",916900,5
"819",6187,"December Poems","Music",310907,3
"820",6188,"Modernity: An Introduction to Modern Societies","Book",508183,1
"821",6189,"Death Tractates (Wesleyan Poetry)","Book",356714,4
"822",6190,"Indira: The Life of Indira Nehru Gandhi","Book",182078,5
"823",6191,"Georgie and the Robbers","Book",512665,4
"824",6192,"Book of Hours","Book",466308,3
"825",6193,"In Quest of the Hero","Book",172699,4
"826",6194,"The Red Leaves of Night : Poems","Book",347305,4
"827",6195,"Diving the Pacific: Volume 1: Micronesia and the Western Pacific Islands","Book",340505,7
"828",6196,"Managing Hospitality Human Resources","Book",450994,4
"829",6197,"Acknowledged  A  Man","Book",908221,6
"830",6198,"Delia Smiths Cookery Course Number Three (Delia Smith's Cookery Course)","Book",1367021,1
"831",6199,"Zondervan KJV Study Bible","Book",176815,0
"832",6200,"Assholes Forever (The Asshole Saga, Volume 2)","Book",838156,4
"833",6201,"175 Easy-To-Do Halloween Crafts","Book",504540,2
"834",6202,"Aging and the Religious Dimension","Book",1434432,1
"835",6203,"Greatest Freestyle Hits: Vol. 2","Music",59363,5
"836",6204,"Just a Secret (Little Critter)","Book",108823,4
"837",6205,"Soccer Dog: The Movie","Video",19238,13
"838",6206,"Vein Diagnosis & Treatment: A Comprehensive Approach","Book",151349,3
"839",6207,"Combat Faith: Unshakable Faith for Every Day","Book",824171,5
"840",6208,"Hacking Matter: Levitating Chairs, Quantum Mirages, and the Infinite Weirdness of Programmable Atoms","Book",389028,3
"841",6209,"Californian Textile Block: Frank Lloyd Wright at a Glance","Book",945807,3
"842",6210,"Sueños Liquidos","Music",3831,5
"843",6211,"Romances","Music",88096,8
"844",6212,"Bolivia and the United States: A Limited Partnership (The United States and the Americas)","Book",1275275,3
"845",6213,"Más","Music",25619,4
"846",6214,"Fatal North : Adventure and Survival Aboard USS Polaris, The First U.S. Expedition to the North Pole","Book",745520,2
"847",6215,"Intimate Strangers","Video",23478,4
"848",6216,"Organizational Behavior: Using Film to Visualize Principles and Practices","Book",157363,6
"849",6217,"An Undeniable Rogue: The Rogue's Club (Zebra Ballad Romance)","Book",256871,2
"850",6218,"Ghost Stories of the Lehigh Valley","Book",1162561,2
"851",6219,"Biggest Secrets: More Uncensored Truth About All Sorts of Stuff You Are Never Supposed to Know","Book",335187,3
"852",6220,"The Little Money Bible","Book",365036,7
"853",6221,"Prayer","Book",499019,2
"854",6222,"Day Hikes on the California Central Coast (Day Hikes)","Book",688250,5
"855",6223,"Direct Social Work Practice: Theory and Skills","Book",177322,4
"856",6224,"Naughty but Nice: Bare Essentials (Harlequin Blaze, No 63)","Book",511259,2
"857",6225,"Leonardo Da Vinci (Famous Artists Series)","Book",859075,3
"858",6226,"The Life: The New Musical : Vocal Selections","Book",238935,1
"859",6227,"The Yale Center for British Art : A Tribute to the Genius of Louis I. Kahn","Book",297870,3
"860",6228,"Sleeping Like a Baby: Investing In Volatile Markets","Book",559696,4
"861",6229,"Live Wood","Music",142481,4
"862",6230,"Lots of Limericks","Book",752117,2
"863",6231,"Hearing Voices - Collected Stories & Drawings","Book",190406,3
"864",6232,"The Great Shame : And the Triumph of the Irish in the English-Speaking World","Book",54368,1
"865",6233,"The Williams-Sonoma Collection: Hor d'oeuvre (Williams Sonoma Collection)","Book",157210,2
"866",6234,"Hysteria from Freud to Lacan : The Splendid Child of Psychoanalysis (The Lacanian Clinical Field) (Lacanian Clincial Field)","Book",842578,3
"867",6235,"Sailor Moon the Novels: Mercury Rising (Sailor Moon Number 3)","Book",542986,9
"868",6236,"Porcelain Painting: The Latest Techniques","Book",1319522,1
"869",6237,"All That Glitters (Avalon, 2)","Book",633468,3
"870",6238,"The Maiden King: The Reunion of Masculine and Feminine","Book",58532,5
"871",6239,"The Pact","Book",18098,6
"872",6240,"Short Pulse Laser Interactions With Matter: An Introduction","Book",2185928,5
"873",6241,"Turning Point","Music",100867,2
"874",6242,"Practice Makes Perfect : PMP Formulas Practice Guide","Book",3047553,0
"875",6243,"Eyewitness: Medieval Life (Eyewitness Books)","Book",370728,4
"876",6244,"The Mastery of Love: A Practical Guide to the Art of Relationships","Book",277805,7
"877",6245,"The Gallery of Fashion","Book",814139,2
"878",6246,"Wait Until Dark","Video",15057,12
"879",6247,"Webster's Blue-Backed Speller and New England Primer","Book",560800,2
"880",6248,"The Languages of Tolkien's Middle-Earth","Book",41197,7
"881",6249,"Introducing Feminist Pastoral Care and Counseling: Introductions in Feminist Theology (Introductions in Feminist Theology)","Book",858406,3
"882",6250,"Input-Output Analysis (International Library of Critical Writings in Economics)","Book",3076898,4
"883",6251,"Tolkien's Middle-Earth and Monsters Postcard Book","Book",613092,2
"884",6252,"American Trombone Concertos, Vol. 2","Music",166356,4
"885",6253,"Nature's Capacities and Their Measurement (Clarendon Paperbacks)","Book",585251,4
"886",6254,"Expert Lock Picking:State-Of-The-Art","Video",81462,1
"887",6255,"Desert Heat","DVD",21645,30
"888",6256,"The Hope of Glory: Honor Discourse and New Testament Interpretation","Book",1147210,3
"889",6257,"Madcaps, Screwballs, and Con Women: The Female Trickster in American Culture (Feminist Cultural Studies, the Media, and Political Culture)","Book",819803,4
"890",6258,"Love Your Neighbor: Stories of Values and Virtues","Book",733917,5
"891",6259,"The Politics of Gender after Socialism","Book",319590,4
"892",6260,"El Medio Ambiente Explicado a Los Ninos","Book",2869848,2
"893",6261,"Crippled Lamb (Lucado, Max)","Book",1198550,2
"894",6262,"An Introduction to Radiobiology","Book",1193113,10
"895",6263,"Ultimate Cheerleading","Book",499501,3
"896",6264,"Love and Its Place in Nature : A Philosophical Interpretation of Freudian Psychoanalysis","Book",475606,3
"897",6265,"PhotoHistorica, Landmarks in Photography: Rare Images From the Collection of the Royal Photographic Society","Book",594369,10
"898",6266,"Battered Women in the Courtroom: The Power of Judicial Responses (The Northeastern Series on Gender, Crime, and Law)","Book",194119,9
"899",6267,"MoneyToolBox For Women : Simple Solutions For Mastering Your Money","Book",512638,4
"900",6268,"What's With My Body? The Girls' Book of Answers to Growing Up, Looking Good, and Feeling Great","Book",614270,2
"901",6269,"The Exorcist III","Video",34888,23
"902",6270,"The Book of Ornamental Knots","Book",923801,4
"903",6271,"Milo and the Magical Stones","Book",157680,4
"904",6272,"Sweet Freedom [Castle Bonus Tracks]","Music",88415,6
"905",6273,"Welcome to Jasorassic Park: A FoxTrot Collection","Book",321986,5
"906",6274,"Music and the Racial Imagination (Chicago Studies in Ethnomusicology)","Book",292212,2
"907",6275,"Photoshop 7 Magic (with CD-ROM)","Book",309004,9
"908",6276,"The Fallen Man (Joe Leaphorn Novels)","Book",147922,4
"909",6277,"Memoirs (George F. Kennan Memoirs)","Book",309855,3
"910",6278,"Campaign Sourcebook and Catacomb Guide/Dungeon Master's Guide/Rules Supplement/ (Advanced Dungeons and Dragons)","Book",194233,1
"911",6279,"Saving Grace","Book",863783,4
"912",6280,"Karma Beats","Music",34300,5
"913",6281,"Rules to Live by: Supernatural","Book",1832013,2
"914",6282,"On Becoming Filipino: Selected Writings of Carlos Bulosan (Asian American History and Culture)","Book",671326,4
"915",6283,"The Rural Life","Book",135919,2
"916",6284,"Vault Guide to Finance Interviews (Vault Guide to Finance Interviews)","Book",341027,7
"917",6285,"Ecotourism and Sustainable Development: Who Owns Paradise?","Book",361962,11
"918",6286,"The Bridge of San Luis Rey (Perennial Classics)","Book",1375615,3
"919",6287,"Why CRM Doesn't Work: How to Win by Letting Customers Manage the Relationship","Book",15342,8
"920",6288,"The Intuitive Healer, The : Accessing Your Inner Physician","Book",1032698,6
"921",6289,"Windows NT Win32 API SuperBible","Book",661632,12
"922",6290,"The Mile High Club (Kinky Friedman Novels (Hardcover))","Book",184055,3
"923",6291,"Brain Candy: Boost Your Brain Power with Vitamins, Supplements, Drugs, and Other Substances: A Comprehensive Guide","Book",74106,7
"924",6292,"Winners and Sinners","DVD",23702,22
"925",6293,"Mirandy and Brother Wind","Book",787125,0
"926",6294,"Eastern Condors","DVD",42841,18
"927",6295,"Born To Reign","Music",41910,3
"928",6296,"The Osbourne Family Album","Music",98299,4
"929",6297,"Border Girl","Music",26550,2
"930",6298,"What Is Modern Painting","Book",757042,2
"931",6299,"A History of Venice","Book",75939,1
"932",6300,"Travels in to Bokhara Being the Account of a Journey from India to Cabool, Tartary and Persia: Also, Narrative of a Voyage on the Indus from the Sea","Book",2406601,2
"933",6301,"The Necessary Shakespeare","Book",235644,2
"934",6302,"Puntos de partida (Student Edition + Listening Comprehension Audiocassette)","Book",311646,3
"935",6303,"Richard Meier: The Getty Center","Book",1060992,4
"936",6304,"America's Funniest Home Vidoes: Uncensored","Video",17725,2
"937",6305,"Forbidden Video Pack","Video",106705,2
"938",6306,"Cleaning and Preservation of Coins and Medals","Book",921879,0
"939",6307,"Japanese Cultural Encounters","Book",402873,4
"940",6308,"Phat Trax 5","Music",104766,3
"941",6309,"The Gift of Baptism: A Handbook for Parents (Sacramental Preparation)","Book",1092879,4
"942",6310,"Japanese for Busy People II: The Workbook (Japanese for Busy People , Vol 2)","Book",57987,4
"943",6311,"Cool Cuban Jazz","Music",538028,4
"944",6312,"Early Christian Lives (Penguin Classics)","Book",449181,1
"945",6313,"Knowledge Engineering : Unifying Knowledge Base and Database Design (Artificial Intelligence)","Book",1268224,13
"946",6314,"The First Three Months : America's Foremost Baby and Childcare Experts Answer the Most Frequently Asked Questions","Book",227524,5
"947",6315,"How to Open a Brewpub or Microbrewery","Book",1172818,0
"948",6316,"The Herbal Pantry","Book",472278,2
"949",6317,"French Erotic Collection (Nea - The Young Emmanuelle / Emilienne / A Woman Possessed / Secrets of the Satin Blues / African Thrills / The Couples of Boulogne / The Awakening of Annie / Unsatisfied)","DVD",28462,3
"950",6318,"How to Succeed With Women","Book",1981,3
"951",6319,"Self-Regulation in Early Childhood: Nature and Nurture","Book",460318,7
"952",6320,"Why You Can't Stay Silent","Book",286224,1
"953",6321,"The Woodworker's Marketing Guide (Fine Woodworking)","Book",389434,2
"954",6322,"The Right Stuff","Book",1553254,3
"955",6323,"History of the Sword","Book",655360,1
"956",6324,"Blue Tango","Book",574984,4
"957",6325,"Hungry Tiger of Oz (The Wonderful Oz Books, #20) (Wonderful Oz Books)","Book",346905,2
"958",6326,"SPSS 11.0 Guide to Data Analysis","Book",50574,7
"959",6327,"Phat Trax: The Best of Old School, Vol. 1","Music",10553,8
"960",6328,"Cells: Building Blocks of Life","Book",1005016,3
"961",6329,"Morningstar","Book",68786,2
"962",6330,"Real Science: What it Is and What it Means","Book",761028,4
"963",6331,"Art: An A-Z Guide (Reference)","Book",780819,3
"964",6332,"Unfinished Business: Afghanistan, the Middle East and Beyond--Defusing the Dangers That Threatenamerica's Security","Book",525409,1
"965",6333,"Introductory Biological Statistics","Book",1045813,3
"966",6334,"Amazing Sports Bloopers","Video",79117,3
"967",6335,"North of Nowhere : An Alex McKnight Novel (An Alex McKnight Novel)","Book",82657,2
"968",6336,"I Can Read Hebrew","Book",810359,0
"969",6337,"Jesus and Judaism","Book",49444,2
"970",6338,"The Storyteller's Goddess: Tales of the Goddess and Her Wisdom from Around the World","Book",495907,5
"971",6339,"1, 2 Samuel: The New American Commentary (New American Commentary)","Book",211177,3
"972",6340,"Build-to-Order & Mass Customization; The Ultimate Supply Chain Management and Lean Manufacturing Strategy for Low-Cost On-Demand Production without Forecasts or Inventory","Book",403548,0
"973",6341,"Sacred Tibet (Art and Imagination Series)","Book",850021,3
"974",6342,"One in Thine Hand: A Novel Set in Modern Israel","Book",781125,1
"975",6343,"Monterey International Pop Festival [30th Anniversary Box Set]","Music",84477,14
"976",6344,"The Cancer Handbook : What's Really Working (What Doctors Don't Tell You, 1) (What Doctors Don't Tell You, 1)","Book",401591,3
"977",6345,"Walter Falls","Book",953817,1
"978",6346,"The Colouring, Bronzing and Patination of Metals","Book",59645,6
"979",6347,"Armada Strategies for Spanish 21","Book",340015,6
"980",6348,"Shine","Music",68254,2
"981",6349,"The Book of Enoch","Book",253043,3
"982",6350,"This Is Love","Music",38855,4
"983",6351,"Give Him the Ooh-La-La","Music",75356,3
"984",6352,"Talkin' Verve","Music",46659,4
"985",6353,"Monsters And Other Lovers","Book",1008355,5
"986",6354,"The Essential Gandhi","Book",466267,7
"987",6355,"Great Singers on Singing","Book",71494,2
"988",6356,"One-Dimensional Man : Studies in the Ideology of Advanced Industrial Society","Book",42611,3
"989",6357,"Realities and Relationships: Soundings in Social Construction","Book",266332,4
"990",6358,"Back Again","Music",24471,1
"991",6359,"Readings in Ethnic Psychology","Book",334508,4
"992",6360,"A.M. & P.M. Yoga Conditioning for Weight Loss (2 pack)","Video",6280,3
"993",6361,"Master the Basics English (Master the Basics Series)","Book",450234,2
"994",6362,"AM/PM Stretch for Health","DVD",1371,6
"995",6363,"Disinformation","Music",30499,1
"996",6364,"Perspecta 28: The Yale Architectural Journal","Book",1111496,3
"997",6365,"Simplified Design of Switching Power Supplies (EDN S.)","Book",769433,6
"998",6366,"Rescuing Rover: A First Aid and Disaster Guide for Dog Owners","Book",686996,7
"999",6367,"Handstitched Tao Bamboo Unlined","Book",541465,3
"1000",6368,"High Rise","Book",3046745,3
"1001",6369,"Cinderella (Glow Sticker Stories)","Book",467526,4
"1002",6370,"The Devil Wears Prada : A Novel","Book",3319,2
"1003",6371,"Walking in the Shadow of the Big Man/Jamboree","Music",10146,4
"1004",6372,"Look Back All the Green Valley","Book",615678,1
"1005",6373,"Jack and Jill and Big Dog Bill: A Phonics Reader (Step-Into-Reading, Step 1)","Book",314356,6
"1006",6374,"The Eye Popping Sounds of Herschell Gordon Lewis","Music",175399,0
"1007",6375,"Digital Fundamentals (7th Edition)","Book",334871,5
"1008",6376,"Miracle","Book",203,5
"1009",6377,"They Went Broke?! : Bankruptcies and Money Disaster of the Rich & Famous","Book",412171,5
"1010",6378,"Zen Dog","Book",289995,3
"1011",6379,"Phantoms in the Night: A U.S. Spy on a Secret Mission (Western Dh Audio)","Book",3253296,5
"1012",6380,"Fantasia","Music",269915,42
"1013",6381,"Fluids and Electrolytes with Clinical Applications: A Programmed Approach","Book",775407,4
"1014",6382,"Proust and the Sense of Time","Book",336919,2
"1015",6383,"Chinese Kara-Ho Kempo: Fundamental Practice and Techniques","Book",413926,3
"1016",6384,"Trading in the Zone : Maximizing Performance with Focus and Discipline","Book",86994,15
"1017",6385,"Trials to Triumphs: Perspectives from Successful Healthcare Leaders (Management Series) (Management Series (Ann Arbor, Mich.).)","Book",1154734,4
"1018",6386,"Vanity Fair : A Novel without a Hero (Modern Library Classics)","Book",79335,4
"1019",6387,"This Is Acid Jazz, Vol. 5: Livin' in the Land of Hi-Fi","Music",107682,10
"1020",6388,"Exploring IBM Eserver Zseries and S/390 Servers: See Why IBM's Redesigned Mainframe Server Family Has Become More Popular Than Ever","Book",656057,3
"1021",6389,"Zen Baby","Book",610400,4
"1022",6390,"Mr. Oscar Brown, Jr. Goes To Washington","Music",37254,2
"1023",6391,"Barron's How to Prepare for Sat II: Math Level IIC (6th ed)","Book",123202,3
"1024",6392,"Archy and Mehitabel","Book",73999,3
"1025",6393,"The Sisterlocks Book: A Tapestry of Dreams: Volume 1 (Sisterlocks Book, Vol 1)","Book",462203,1
"1026",6394,"Slow Love","Music",82300,3
"1027",6395,"Jambo Caribe","Music",73303,4
"1028",6396,"Sexy Thing","Music",389241,6
"1029",6397,"Nanosystems: Molecular Machinery, Manufacturing, and Computation","Book",233885,2
"1030",6398,"Honda Cx & Gl500/650 Twins 1978-1983 Service Repair Maintenance","Book",494298,4
"1031",6399,"Administration of Wills, Trusts, and Estates","Book",675065,7
"1032",6400,"Belief and Resistance: Dynamics of Contemporary Intellectual Controversy","Book",573918,2
"1033",6401,"House Design: Sculpting Space (House Design)","Book",1082718,4
"1034",6402,"Will You Dance?","Book",276793,4
"1035",6403,"Global Aging and Financial Markets: Hard Landings Ahead (CSIS Significant Issues Series) (Csis Significant Issues Series)","Book",595802,7
"1036",6404,"Shaman's Way","Music",17584,4
"1037",6405,"Comprehensive Cancer Care: Integrating Alternative, Complementary and Conventional Therapies","Book",505857,2
"1038",6406,"No Escape","Book",603907,5
"1039",6407,"A Better Man","Music",135665,2
"1040",6408,"Adventures from the Book of Virtues","Book",1212244,1
"1041",6409,"Besame Mucho","Music",131008,4
"1042",6410,"Salma Ya Salama","Music",52916,2
"1043",6411,"California Wine Country: The Most Beautiful Wineries, Vineyards, and Destinations","Book",135373,8
"1044",6412,"Promotional Marketing","Book",794467,4
"1045",6413,"J'attendrai","Music",316867,4
"1046",6414,"How to Attract Money","Book",125853,2
"1047",6415,"El yoga de los sueños","Book",1495598,1
"1048",6416,"Art Isn't Easy: The Theater of Stephen Sondheim (Quality Paperbacks Series)","Book",482716,2
"1049",6417,"The Shipping News","Book",1082996,3
"1050",6418,"Pour Te Dire Je T'Aime","Music",406260,4
"1051",6419,"Pottery in Archaeology (Cambridge Manuals in Archaeology)","Book",163690,3
"1052",6420,"Wodney Wat Doll","Book",183763,3
"1053",6421,"The Plot Thickens : 8 Ways to Bring Fiction to Life","Book",294739,3
"1054",6422,"English-Italian/Italian-English Dictionary of Science and Technology","Book",2879896,1
"1055",6423,"Perfect Vegetables: Part of The Best Recipe Series","Book",21680,4
"1056",6424,"Irresistible [Import CD]","Music",225807,3
"1057",6425,"Lunch Bunnies","Book",109491,3
"1058",6426,"Instrumentation and Orchestration (Paperbound)","Book",115529,1
"1059",6427,"The New Complete Lurcher","Book",1075567,2
"1060",6428,"The Mexican","Music",12061,8
"1061",6429,"Head First","Music",31782,16
"1062",6430,"Wisdom: The Feminine Face of God : The Feminine Face of God","Book",782752,4
"1063",6431,"Union Jacks","Music",92595,16
"1064",6432,"My Feeling [Radikal]","Music",180983,2
"1065",6433,"My Feeling [Radikal]","Music",533696,3
"1066",6434,"Egypt (True Books)","Book",1184870,2
"1067",6435,"Lizard Diary","Book",2036045,2
"1068",6436,"Discovery: Finding the Buried Treasure","Book",310420,1
"1069",6437,"Franz Liszt: Études d'exécution transcendante 1851 version","Music",110878,15
"1070",6438,"Here with Me","Music",82133,3
"1071",6439,"Ethiopiques, Vol. 9: Alemayehu Eshete","Music",142241,7
"1072",6440,"Henry King Director: From Silents to Scope","Book",1927215,2
"1073",6441,"World War II Nose Art in Color (Enthusiast Color Series)","Book",771314,3
"1074",6442,"Badge and Buckshot: Lawlessness in Old California","Book",617924,2
"1075",6443,"Corey's Christmas Wish (Pony Tails)","Book",1394849,0
"1076",6444,"Play [Import CD #1]","Music",138623,10
"1077",6445,"Tantra Unveiled: Seducing the Forces of Matter & Spirit","Book",118987,4
"1078",6446,"Grassroots Journalism: A Practical Manual for Doing the Kind of Newswriting That Doesn't Just Get People Angry, but Active-That Doesn't Just Inform, but Inspires","Book",170452,1
"1079",6447,"Zeitgeist","Music",30522,3
"1080",6448,"Friday Night in America","Music",83700,4
"1081",6449,"Robinson Crusoe (Dover Thrift Editions)","Book",18500,2
"1082",6450,"Magic for Kids","Video",66409,5
"1083",6451,"THE BEST OF BACKYARD WRESTLING Special Edition:  THE BACKYARD BABES Behind-The-Scenes UNCENSORED!","Video",50836,6
"1084",6452,"Tabla Tutor #2 - Production of Tabla Bols (sounds)","Video",10198,4
"1085",6453,"Streetwise Vancouver","Book",13638,10
"1086",6454,"Gil Scott-Heron: Black Wax","Video",27938,7
"1087",6455,"Mein Kampf","Book",761302,2
"1088",6456,"Pour En Arriver La","Music",309276,2
"1089",6457,"Fast Food, Fast Track? Immigrants, Big Business, and the American Dream","Book",583735,10
"1090",6458,"Mark Twain Wit and Wisecracks","Book",189659,3
"1091",6459,"Barney's Rhyme Time Rhythm","DVD",7368,14
"1092",6460,"Foreign Affair","Music",34319,2
"1093",6461,"...And Don't Forget to Breathe","Music",9692,2
"1094",6462,"The Stanislavsky Technique: Russia : A Workbook for Actors (Applause Acting Series)","Book",152145,2
"1095",6463,"Baghdad Sketches (Marlboro Travel)","Book",48781,8
"1096",6464,"Halcyon Days","Music",42535,6
"1097",6465,"The Age of the Cloister: The Story of Monastic Life in the Middle Ages","Book",416136,4
"1098",6466,"Blissful Journey","Music",119618,2
"1099",6467,"Feel the Fear...and Beyond : Mastering the Techniques for Doing It Anyway","Book",106705,4
"1100",6468,"Dynamic Macroeconomic Theory","Book",252316,8
"1101",6469,"The Last Lion: Winston Spencer Churchill, Visions of Glory","Book",26094,6
"1102",6470,"Jungle Sticker Activity Book (Dover Little Activity Books)","Book",1075999,2
"1103",6471,"COM and .NET Interoperability","Book",24688,5
"1104",6472,"Algebra One-Half: An Incremental Development","Book",51683,1
"1105",6473,"Clandestino (Limited Edition)(+2 Bonus T","Music",373466,4
"1106",6474,"The Way In","Book",1260075,2
"1107",6475,"Introduction to Plasma Physics (Plasma Physics Series)","Book",459364,4
"1108",6476,"Informed Decisions: The Complete Book of Cancer Diagnosis, Treatment, and Recovery","Book",332813,2
"1109",6477,"Groomed for Death","Book",524621,2
"1110",6478,"The Best of Patsy Clairmont","Book",437814,4
"1111",6479,"The Art of Star Trek (Star Trek: All)","Book",322046,3
"1112",6480,"The Complete Works of Troy and Genie Nilsson DVD","DVD",43445,4
"1113",6481,"Pedro Paramo","Book",13586,3
"1114",6482,"Worship Rock Vol. 2 for kids!","Music",65488,4
"1115",6483,"Peach Girl, Book 4","Book",272811,6
"1116",6484,"Rock The Word! From the Creators of Scripture Rock","Music",45333,2
"1117",6485,"Foot Orthotics in Therapy and Sport","Book",677816,4
"1118",6486,"Power Optimization and Synthesis at Behavioral and System Levels Using Formal Methods","Book",2829437,2
"1119",6487,"New London (Images of America) (Images of America (Arcadia Publishing))","Book",966141,1
"1120",6488,"The Worm Ouroboros: A Romance","Book",172852,2
"1121",6489,"Sentimental Education (Classics S.)","Book",335787,2
"1122",6490,"Aviation Mechanic Handbook (ASA Reference Books)","Book",1109228,2
