ID,Group,Categories,ID_NEW
72268,DVD,30,1151.0
72361,Book,3,1152.0
72366,Book,5,1153.0
72461,Book,2,1154.0
72468,Book,0,1155.0
72494,Book,3,1156.0
72501,DVD,19,1157.0
72554,Book,2,1158.0
72555,Book,5,1159.0
72639,DVD,20,1160.0
72674,Book,4,1161.0
72905,Book,4,1162.0
72917,Book,3,1163.0
73025,Music,2,1164.0
73028,Music,2,1165.0
73046,Book,2,1166.0
73201,Book,3,1167.0
73202,Book,10,1168.0
73252,Music,4,1169.0
73309,Music,1,1170.0
73335,Book,9,1171.0
73417,Music,9,1172.0
73429,Book,7,1173.0
73431,Book,3,1174.0
73491,Book,3,1175.0
73589,Book,1,1176.0
73686,Book,3,1177.0
73720,Book,6,1178.0
73865,Book,3,1179.0
73892,Book,0,1180.0
73893,Music,11,1181.0
73972,Video,6,1182.0
73975,Book,1,1183.0
74193,Book,6,1184.0
74219,Book,4,1185.0
74275,Book,1,1186.0
74315,Music,7,1187.0
74430,Music,2,1188.0
74442,Book,2,1189.0
74569,Book,4,1190.0
74643,Book,2,1191.0
74819,Book,1,1192.0
74862,Book,6,1193.0
74937,Music,1,1194.0
75003,Book,0,1195.0
75250,Book,2,1196.0
75395,Book,8,1197.0
75397,Video,6,1198.0
75398,Music,3,1199.0
75594,Book,2,1200.0
75650,Book,3,1201.0
75657,Book,3,1202.0
75713,Book,4,1203.0
75727,Music,5,1204.0
75805,Music,1,1205.0
75808,Book,3,1206.0
76072,Music,5,1207.0
76152,Book,2,1208.0
76330,Book,1,1209.0
76439,Book,3,1210.0
76473,Book,2,1211.0
76524,Book,5,1212.0
76611,DVD,12,1213.0
76761,Book,5,1214.0
76917,Book,1,1215.0
77048,Music,5,1216.0
77120,Book,2,1217.0
77235,Book,6,1218.0
77266,Book,5,1219.0
77279,Book,2,1220.0
77357,Video,11,1221.0
77407,Music,0,1222.0
77486,Book,4,1223.0
77584,Book,5,1224.0
77647,Book,1,1225.0
77772,Book,5,1226.0
77774,Book,3,1227.0
77799,Book,1,1228.0
77816,Music,17,1229.0
77885,Book,1,1230.0
77957,Video,3,1231.0
77968,Book,4,1232.0
78010,Book,7,1233.0
78084,Music,4,1234.0
78141,Book,8,1235.0
78142,Book,4,1236.0
78160,Book,3,1237.0
78186,Book,0,1238.0
78269,Video,4,1239.0
78283,DVD,14,1240.0
78493,Book,1,1241.0
78522,Book,2,1242.0
78660,Music,5,1243.0
78753,Music,1,1244.0
78799,DVD,18,1245.0
78922,Book,3,1246.0
79060,Music,4,1247.0
79120,Book,4,1248.0
79146,Music,3,1249.0
79176,Book,2,1250.0
79186,DVD,14,1251.0
79224,Book,2,1252.0
79237,Book,3,1253.0
79277,Music,4,1254.0
79279,Book,6,1255.0
79290,Book,1,1256.0
79406,Video,22,1257.0
79432,Book,4,1258.0
79464,Book,3,1259.0
79622,Music,1,1260.0
79629,Book,3,1261.0
79636,Book,4,1262.0
79714,Book,3,1263.0
79878,Book,1,1264.0
79977,Book,4,1265.0
80010,Book,5,1266.0
80091,Book,4,1267.0
80105,Music,7,1268.0
80117,Book,4,1269.0
80367,Book,1,1270.0
80394,Music,14,1271.0
80665,Book,3,1272.0
80711,Book,8,1273.0
80842,Music,5,1274.0
81010,Book,1,1275.0
81036,Book,3,1276.0
81048,Book,2,1277.0
81086,Book,2,1278.0
81154,Book,2,1279.0
81155,Book,3,1280.0
81243,Music,9,1281.0
81265,Book,2,1282.0
81286,Book,4,1283.0
81417,DVD,6,1284.0
81473,Video,2,1285.0
81516,Book,5,1286.0
81652,Book,3,1287.0
81753,Music,4,1288.0
81771,Book,2,1289.0
81773,Book,4,1290.0
81793,DVD,15,1291.0
81803,DVD,2,1292.0
81878,Book,2,1293.0
81897,Book,2,1294.0
82006,Book,1,1295.0
82062,Book,4,1296.0
82135,Book,4,1297.0
82233,Book,4,1298.0
82349,Book,1,1299.0
82439,Book,3,1300.0
82476,Book,2,1301.0
82617,Book,9,1302.0
82661,Book,1,1303.0
82823,Book,3,1304.0
82912,Book,3,1305.0
82927,Music,3,1306.0
83112,Music,0,1307.0
83131,Book,6,1308.0
83151,DVD,3,1309.0
83152,Book,2,1310.0
83172,Book,3,1311.0
83232,Book,1,1312.0
83344,Book,4,1313.0
83345,Book,3,1314.0
83354,Music,3,1315.0
83391,Book,4,1316.0
83414,Music,6,1317.0
83443,Book,1,1318.0
83537,Book,4,1319.0
83742,Book,3,1320.0
83865,Book,7,1321.0
83866,Music,5,1322.0
84007,Book,1,1323.0
84008,Book,4,1324.0
84083,Book,2,1325.0
84088,Book,1,1326.0
84109,Book,3,1327.0
84112,Music,4,1328.0
84118,Music,2,1329.0
84131,Book,2,1330.0
84144,Book,4,1331.0
84275,Music,6,1332.0
84283,Book,2,1333.0
84353,Music,6,1334.0
84624,Book,3,1335.0
84644,Book,0,1336.0
84647,Book,2,1337.0
84737,Book,4,1338.0
84791,Book,3,1339.0
84796,Music,2,1340.0
84808,Book,5,1341.0
84925,Book,3,1342.0
84958,Book,3,1343.0
85006,Book,2,1344.0
85105,Book,4,1345.0
85169,Music,1,1346.0
85247,Book,3,1347.0
85288,Music,4,1348.0
85450,Book,1,1349.0
85523,Book,3,1350.0
85528,Book,0,1351.0
85539,Music,1,1352.0
85582,Book,6,1353.0
85661,Music,4,1354.0
85732,Book,3,1355.0
85779,Book,1,1356.0
85780,Music,2,1357.0
85881,Book,3,1358.0
85963,Book,1,1359.0
85970,Book,3,1360.0
85972,Book,4,1361.0
86106,Book,4,1362.0
86140,Book,8,1363.0
86163,Video,11,1364.0
86200,Music,10,1365.0
86218,Book,1,1366.0
86240,Book,4,1367.0
86285,Music,4,1368.0
86333,Book,6,1369.0
86392,Book,4,1370.0
86421,Book,6,1371.0
86637,Music,6,1372.0
86638,Book,1,1373.0
86693,Book,5,1374.0
86702,Video,20,1375.0
86823,Music,3,1376.0
86955,Video,0,1377.0
86984,Book,3,1378.0
87340,Book,4,1379.0
87365,Book,6,1380.0
87385,Music,4,1381.0
87486,Book,2,1382.0
87513,Book,7,1383.0
87595,Music,3,1384.0
87635,Book,5,1385.0
87637,Music,2,1386.0
87640,Music,3,1387.0
87807,Music,4,1388.0
87950,Book,9,1389.0
88022,Book,6,1390.0
88024,Book,1,1391.0
88051,Book,4,1392.0
88052,Book,8,1393.0
88085,Book,6,1394.0
88166,Video,8,1395.0
88254,Book,2,1396.0
88324,Book,3,1397.0
88394,Book,3,1398.0
88482,Book,4,1399.0
88504,Book,4,1400.0
88643,Book,3,1401.0
88920,Book,6,1402.0
88942,Book,1,1403.0
88989,Video,1,1404.0
89067,Book,4,1405.0
89294,Book,6,1406.0
89313,Book,2,1407.0
89323,Book,8,1408.0
89417,Book,1,1409.0
89566,Book,2,1410.0
89567,Book,1,1411.0
89591,Book,3,1412.0
89704,Book,4,1413.0
89757,Book,4,1414.0
89790,Book,5,1415.0
89813,Music,5,1416.0
89838,Book,3,1417.0
90010,Book,3,1418.0
90070,Video,12,1419.0
90077,Book,5,1420.0
90086,Video,2,1421.0
90158,Book,3,1422.0
90159,Music,3,1423.0
90244,Book,6,1424.0
90268,Music,29,1425.0
90298,Book,0,1426.0
90299,Book,2,1427.0
90331,Book,4,1428.0
90395,Book,2,1429.0
90431,Book,4,1430.0
90638,Music,6,1431.0
90671,Book,6,1432.0
90756,Book,3,1433.0
90858,Music,3,1434.0
90933,Book,2,1435.0
90997,Book,2,1436.0
91018,Book,6,1437.0
91039,DVD,4,1438.0
91059,Music,9,1439.0
91088,Book,1,1440.0
91331,Music,6,1441.0
91338,Music,4,1442.0
91444,Book,4,1443.0
91445,DVD,10,1444.0
91497,Book,8,1445.0
91502,Book,3,1446.0
91553,Book,2,1447.0
91681,Music,4,1448.0
91762,Music,6,1449.0
91785,Music,5,1450.0
92041,Video,3,1451.0
92236,Book,6,1452.0
92482,Book,3,1453.0
92659,Music,6,1454.0
92814,Music,7,1455.0
92974,Video,18,1456.0
93027,Book,3,1457.0
93036,Book,1,1458.0
93187,Book,8,1459.0
93196,Book,8,1460.0
93214,Music,9,1461.0
93233,Book,0,1462.0
93269,Book,3,1463.0
93295,Book,5,1464.0
93373,Book,4,1465.0
93375,Video,9,1466.0
93383,Book,1,1467.0
93447,Music,2,1468.0
93465,Book,3,1469.0
93505,Book,12,1470.0
93548,Book,3,1471.0
93554,Book,5,1472.0
93635,Book,5,1473.0
93756,Book,0,1474.0
93764,Book,5,1475.0
93790,Book,2,1476.0
93929,Book,2,1477.0
94084,Music,5,1478.0
94140,Book,2,1479.0
94141,Book,7,1480.0
94262,Book,1,1481.0
94269,Book,3,1482.0
94293,Book,1,1483.0
94442,Book,3,1484.0
94459,Book,2,1485.0
94525,Book,3,1486.0
94572,Book,5,1487.0
94578,Book,8,1488.0
94590,DVD,29,1489.0
94610,Music,1,1490.0
94701,Book,1,1491.0
94729,Book,0,1492.0
94730,Book,2,1493.0
94750,Book,4,1494.0
94811,Book,3,1495.0
94863,Book,6,1496.0
94865,Book,8,1497.0
95007,Book,3,1498.0
95031,Book,6,1499.0
95149,Book,2,1500.0
95228,Music,5,1501.0
95343,Music,18,1502.0
95420,Book,5,1503.0
95460,Book,2,1504.0
95500,Book,4,1505.0
95512,Book,7,1506.0
95526,Book,3,1507.0
95576,Book,3,1508.0
95603,Book,9,1509.0
95606,Book,8,1510.0
95676,Music,31,1511.0
95698,Book,3,1512.0
95719,DVD,13,1513.0
95721,DVD,19,1514.0
95757,Book,4,1515.0
95793,Music,7,1516.0
95814,Book,8,1517.0
95846,Book,3,1518.0
95851,Book,4,1519.0
95875,Book,3,1520.0
95971,Book,6,1521.0
96010,Book,2,1522.0
96066,Book,2,1523.0
96073,Book,3,1524.0
96242,Book,2,1525.0
96254,Book,10,1526.0
96295,Book,1,1527.0
96346,Book,6,1528.0
96393,Video,15,1529.0
96426,Book,3,1530.0
96461,Book,2,1531.0
96549,DVD,29,1532.0
96551,DVD,20,1533.0
96567,Music,7,1534.0
96625,Book,3,1535.0
96666,Book,12,1536.0
96813,Video,15,1537.0
96815,Music,4,1538.0
96929,Book,5,1539.0
97033,Music,0,1540.0
97135,Book,7,1541.0
97199,DVD,9,1542.0
97259,Book,0,1543.0
97310,Book,1,1544.0
97370,Book,2,1545.0
97391,Book,3,1546.0
97394,Book,4,1547.0
97451,Book,2,1548.0
97514,Music,2,1549.0
97564,Book,3,1550.0
97710,DVD,18,1551.0
97722,Music,10,1552.0
97746,DVD,27,1553.0
97829,Book,1,1554.0
97983,Book,2,1555.0
97984,Book,2,1556.0
97994,Book,1,1557.0
98024,Book,2,1558.0
98060,Video,4,1559.0
98102,Book,3,1560.0
98178,Book,5,1561.0
98295,Book,1,1562.0
98473,Book,4,1563.0
98474,Book,4,1564.0
98564,Book,1,1565.0
98624,Book,3,1566.0
98647,Book,3,1567.0
98695,Book,7,1568.0
98740,Book,0,1569.0
98862,Book,10,1570.0
99068,Book,0,1571.0
99118,Book,4,1572.0
99270,Book,3,1573.0
99327,Book,4,1574.0
99425,Book,4,1575.0
99455,Book,6,1576.0
99490,Music,3,1577.0
99554,Book,0,1578.0
99595,Music,3,1579.0
99731,Music,5,1580.0
99782,Book,3,1581.0
99787,Book,2,1582.0
99864,Book,12,1583.0
99865,Book,3,1584.0
99955,Book,2,1585.0
100048,Book,2,1586.0
100144,Book,6,1587.0
100147,Book,4,1588.0
100186,Book,11,1589.0
100315,Book,2,1590.0
100318,Book,2,1591.0
100613,Music,3,1592.0
100713,Video,15,1593.0
100829,Book,2,1594.0
100854,Music,7,1595.0
101087,Book,7,1596.0
101094,Book,8,1597.0
101139,Book,3,1598.0
101150,Book,1,1599.0
101316,Book,4,1600.0
101354,Music,5,1601.0
101368,Book,5,1602.0
101379,Book,2,1603.0
101904,Book,4,1604.0
102107,Book,1,1605.0
102193,Video,16,1606.0
102235,Book,0,1607.0
102320,Book,12,1608.0
102423,Video,2,1609.0
102563,Book,5,1610.0
102609,Book,2,1611.0
102634,DVD,5,1612.0
102642,Book,5,1613.0
102643,Music,8,1614.0
102768,Book,2,1615.0
102816,Book,2,1616.0
102894,Book,7,1617.0
102930,Music,5,1618.0
103037,Book,3,1619.0
103072,Video,5,1620.0
103097,Book,2,1621.0
103101,Music,29,1622.0
103118,Music,11,1623.0
103250,Book,7,1624.0
103282,Book,8,1625.0
103313,Book,4,1626.0
103381,Book,5,1627.0
103396,Music,1,1628.0
103450,Book,6,1629.0
103638,Book,1,1630.0
103672,Book,3,1631.0
103674,Book,9,1632.0
103729,Book,2,1633.0
103745,Book,4,1634.0
103747,Book,4,1635.0
103795,DVD,12,1636.0
103967,Book,2,1637.0
104006,Book,4,1638.0
104030,Book,3,1639.0
104076,Book,2,1640.0
104083,Music,10,1641.0
104188,Video,16,1642.0
104239,Video,3,1643.0
104445,Book,5,1644.0
104453,Book,1,1645.0
104455,Book,2,1646.0
104481,Book,8,1647.0
104487,Book,1,1648.0
104532,Book,1,1649.0
104536,Video,3,1650.0
104823,Music,5,1651.0
104844,Book,8,1652.0
104854,Book,4,1653.0
104959,Book,1,1654.0
105000,Book,6,1655.0
105012,DVD,6,1656.0
105091,Music,5,1657.0
105237,Book,4,1658.0
105245,Video,14,1659.0
105307,Music,1,1660.0
105320,Book,1,1661.0
105338,Book,7,1662.0
105395,Video,18,1663.0
105418,Book,6,1664.0
105420,Book,4,1665.0
105454,Book,2,1666.0
105493,Book,6,1667.0
105510,Music,3,1668.0
105512,Book,4,1669.0
105544,Book,3,1670.0
105565,Book,3,1671.0
105638,Book,4,1672.0
105640,Music,1,1673.0
105969,Video,8,1674.0
106064,Book,2,1675.0
106299,Book,2,1676.0
106421,Music,13,1677.0
106425,Music,4,1678.0
106455,Book,5,1679.0
106534,Book,2,1680.0
106540,Book,4,1681.0
106596,Book,0,1682.0
106597,DVD,8,1683.0
106967,Book,2,1684.0
107014,Book,5,1685.0
107017,Book,2,1686.0
107033,Music,4,1687.0
107073,Book,5,1688.0
107180,Video,5,1689.0
107185,Book,1,1690.0
107186,Video,15,1691.0
107202,Book,3,1692.0
107226,Book,5,1693.0
107227,Music,5,1694.0
107389,Book,2,1695.0
107442,Music,5,1696.0
107532,Music,4,1697.0
107552,Book,6,1698.0
107602,Book,2,1699.0
107811,Book,6,1700.0
107934,Book,1,1701.0
107964,Book,4,1702.0
107966,Book,8,1703.0
107998,Book,1,1704.0
108040,Book,4,1705.0
108082,Book,3,1706.0
108193,Music,2,1707.0
108335,Book,1,1708.0
108395,Music,2,1709.0
108436,Video,9,1710.0
108439,Video,9,1711.0
108485,DVD,8,1712.0
108488,Book,8,1713.0
108492,Book,2,1714.0
108551,Video,14,1715.0
108592,Video,15,1716.0
108749,Video,17,1717.0
108797,Book,2,1718.0
108872,Music,1,1719.0
108882,Book,2,1720.0
108895,Video,4,1721.0
109265,Book,2,1722.0
109300,Music,0,1723.0
109309,Book,4,1724.0
109363,Music,2,1725.0
109562,Music,13,1726.0
109651,Book,3,1727.0
109655,Book,2,1728.0
109688,Book,4,1729.0
109784,Book,3,1730.0
109925,Book,3,1731.0
109973,Book,3,1732.0
109974,Book,3,1733.0
110048,Book,3,1734.0
110153,Book,14,1735.0
110233,Book,1,1736.0
110292,Book,5,1737.0
110312,Book,3,1738.0
110364,Book,2,1739.0
110372,Music,1,1740.0
110578,Book,2,1741.0
110673,Music,4,1742.0
110725,Video,8,1743.0
110811,Book,3,1744.0
110822,Video,13,1745.0
110833,Music,8,1746.0
110839,Book,4,1747.0
111014,Book,0,1748.0
111015,Book,1,1749.0
111102,Book,4,1750.0
111241,Book,1,1751.0
111265,Book,2,1752.0
111371,Book,5,1753.0
111460,Music,1,1754.0
111529,Book,2,1755.0
111706,DVD,16,1756.0
111708,Video,6,1757.0
111810,Book,3,1758.0
111876,Book,3,1759.0
111960,Book,4,1760.0
112227,Book,2,1761.0
112265,Book,6,1762.0
112266,Book,10,1763.0
112393,Book,2,1764.0
112609,Music,1,1765.0
112676,Book,3,1766.0
112678,Book,2,1767.0
112717,Video,3,1768.0
112736,Book,5,1769.0
112746,Book,4,1770.0
112843,Book,9,1771.0
112946,Book,2,1772.0
113052,Music,4,1773.0
113106,Book,4,1774.0
113213,Book,2,1775.0
113214,Book,4,1776.0
113252,Music,7,1777.0
113448,Book,4,1778.0
113626,Book,4,1779.0
113653,Book,3,1780.0
113746,Book,3,1781.0
113808,Music,1,1782.0
113820,Book,0,1783.0
113874,Book,2,1784.0
113879,Book,8,1785.0
113880,Book,3,1786.0
113907,Book,4,1787.0
113909,Book,4,1788.0
113932,Book,3,1789.0
113996,Book,0,1790.0
114189,DVD,9,1791.0
114191,DVD,2,1792.0
114286,Music,5,1793.0
114349,Music,4,1794.0
114376,DVD,29,1795.0
114631,Book,0,1796.0
114678,Book,1,1797.0
114729,Book,4,1798.0
114814,Book,3,1799.0
114868,Book,3,1800.0
114999,Book,2,1801.0
115086,Book,2,1802.0
115179,Book,4,1803.0
115210,Book,4,1804.0
115278,Video,4,1805.0
115280,Book,4,1806.0
115283,DVD,34,1807.0
115364,Book,5,1808.0
115454,Book,5,1809.0
115506,Book,5,1810.0
115525,Music,15,1811.0
115601,Book,4,1812.0
115603,Book,4,1813.0
115779,Book,13,1814.0
115899,Book,16,1815.0
116192,Book,4,1816.0
116241,Music,1,1817.0
116306,Book,4,1818.0
116327,Book,3,1819.0
116390,Book,2,1820.0
116511,Book,5,1821.0
116512,Book,4,1822.0
116522,Book,2,1823.0
116646,Book,2,1824.0
116647,Book,3,1825.0
116673,Book,4,1826.0
116728,Book,6,1827.0
116884,Music,6,1828.0
116967,Music,3,1829.0
117100,Book,3,1830.0
117167,Book,3,1831.0
117303,Music,2,1832.0
117424,Book,5,1833.0
117440,Music,6,1834.0
117556,Music,10,1835.0
117614,Music,19,1836.0
117649,Book,2,1837.0
117652,Book,0,1838.0
117767,Book,11,1839.0
117774,Book,3,1840.0
117930,DVD,7,1841.0
117937,Video,5,1842.0
117958,Book,0,1843.0
117991,Book,8,1844.0
117995,Book,6,1845.0
118037,Book,2,1846.0
118089,Book,5,1847.0
118126,DVD,9,1848.0
118334,Music,1,1849.0
118524,Video,12,1850.0
118568,Book,2,1851.0
118727,Book,4,1852.0
118737,Book,7,1853.0
118746,Book,3,1854.0
118941,Book,5,1855.0
118958,Book,8,1856.0
119142,Book,6,1857.0
119172,Book,6,1858.0
119192,Music,2,1859.0
119313,Music,16,1860.0
119314,Music,23,1861.0
119323,Book,6,1862.0
119326,DVD,10,1863.0
119340,Book,12,1864.0
119341,Music,3,1865.0
119416,Book,2,1866.0
119441,Music,4,1867.0
119443,Book,1,1868.0
119513,Music,3,1869.0
119514,Music,3,1870.0
119591,Book,5,1871.0
119592,Book,4,1872.0
119923,Music,2,1873.0
120060,Book,5,1874.0
120206,Book,2,1875.0
120451,Book,3,1876.0
120520,Book,5,1877.0
120522,Book,8,1878.0
120530,Book,1,1879.0
120580,Book,6,1880.0
120657,Book,8,1881.0
120665,Book,4,1882.0
120726,Book,4,1883.0
120728,Music,1,1884.0
120903,Book,3,1885.0
120920,Book,7,1886.0
121009,Book,6,1887.0
121047,Book,6,1888.0
121159,Music,3,1889.0
121311,Book,3,1890.0
121333,Book,10,1891.0
121418,Book,5,1892.0
121444,Music,3,1893.0
121592,Book,3,1894.0
121596,Book,3,1895.0
121748,Music,21,1896.0
121788,Music,1,1897.0
121824,Book,5,1898.0
121832,Book,3,1899.0
121878,Book,4,1900.0
121879,Book,0,1901.0
122050,Music,7,1902.0
122092,Book,2,1903.0
122151,Book,2,1904.0
122273,Book,2,1905.0
122395,Music,3,1906.0
122519,Book,2,1907.0
122592,Music,5,1908.0
122705,Book,4,1909.0
122798,Book,3,1910.0
122906,Book,10,1911.0
122990,Book,3,1912.0
123080,Book,1,1913.0
123093,Music,1,1914.0
123140,Book,2,1915.0
123164,Music,5,1916.0
123175,Book,1,1917.0
123191,Music,0,1918.0
123208,Book,5,1919.0
123210,Book,2,1920.0
123273,Book,6,1921.0
123331,Book,5,1922.0
123447,Music,4,1923.0
123550,Book,6,1924.0
123638,Book,5,1925.0
123936,Book,4,1926.0
123939,Music,2,1927.0
124030,Book,2,1928.0
124225,Book,4,1929.0
124344,Book,4,1930.0
124590,Music,1,1931.0
124713,Book,2,1932.0
124726,Music,2,1933.0
124831,Music,10,1934.0
124888,Book,0,1935.0
124959,Book,3,1936.0
124973,Book,3,1937.0
124985,Book,1,1938.0
125095,Music,1,1939.0
125110,Video,18,1940.0
125111,Book,3,1941.0
125327,Book,2,1942.0
125375,Book,4,1943.0
125386,Book,7,1944.0
125404,Book,7,1945.0
125586,Book,5,1946.0
125848,Music,6,1947.0
125861,Book,6,1948.0
126184,Book,3,1949.0
126186,DVD,4,1950.0
126291,Book,1,1951.0
126396,Book,8,1952.0
126443,Book,4,1953.0
126558,Book,4,1954.0
126750,Book,3,1955.0
126780,Book,2,1956.0
126784,Book,4,1957.0
126822,Music,3,1958.0
126909,Book,6,1959.0
126972,Music,8,1960.0
127201,Music,4,1961.0
127224,Music,2,1962.0
127341,Book,1,1963.0
127395,Book,2,1964.0
127528,Music,4,1965.0
127584,Book,6,1966.0
127638,Music,14,1967.0
127639,Book,3,1968.0
127720,Book,2,1969.0
127722,Music,8,1970.0
127797,Book,4,1971.0
127825,Book,7,1972.0
127981,Music,0,1973.0
127992,Video,2,1974.0
128025,Music,3,1975.0
128196,Book,1,1976.0
128285,Book,3,1977.0
128541,Book,0,1978.0
128586,Music,1,1979.0
128809,Book,4,1980.0
128957,Music,20,1981.0
129031,Book,7,1982.0
129107,Book,4,1983.0
129117,Book,4,1984.0
129220,Music,3,1985.0
129391,Book,3,1986.0
129408,Music,6,1987.0
129860,Book,3,1988.0
129987,Book,4,1989.0
130128,Book,1,1990.0
130146,Book,6,1991.0
130283,Book,1,1992.0
130351,Book,2,1993.0
130390,Book,2,1994.0
130403,Book,3,1995.0
130417,Book,6,1996.0
130432,Book,0,1997.0
130531,Music,4,1998.0
130538,Book,5,1999.0
130541,Book,2,2000.0
130628,DVD,12,2001.0
130778,Book,10,2002.0
130806,Book,1,2003.0
130821,Book,7,2004.0
130848,Book,3,2005.0
130891,Book,1,2006.0
131160,Book,2,2007.0
131382,Music,22,2008.0
131529,Book,2,2009.0
131553,Book,3,2010.0
131596,Book,1,2011.0
131664,Book,3,2012.0
131727,Book,4,2013.0
131815,Book,3,2014.0
131918,Book,2,2015.0
131974,Book,1,2016.0
132066,Book,0,2017.0
132431,Book,2,2018.0
132477,Book,5,2019.0
132564,Book,6,2020.0
132596,Video,6,2021.0
132661,Book,2,2022.0
132705,Music,9,2023.0
132750,DVD,13,2024.0
132825,Book,4,2025.0
132847,Video,3,2026.0
132935,Book,2,2027.0
133090,Book,5,2028.0
133218,Music,2,2029.0
133220,Music,4,2030.0
133245,Video,8,2031.0
133336,Book,3,2032.0
133370,Book,2,2033.0
133384,Book,2,2034.0
133599,Book,4,2035.0
133633,Book,0,2036.0
133684,Book,8,2037.0
133758,Music,6,2038.0
133930,Music,4,2039.0
134169,Book,6,2040.0
134174,Book,2,2041.0
134176,Music,0,2042.0
134191,Book,5,2043.0
134259,Book,3,2044.0
134604,Book,4,2045.0
134605,Book,6,2046.0
134618,Book,11,2047.0
134762,Music,3,2048.0
134767,Book,4,2049.0
134768,Book,2,2050.0
134827,Book,6,2051.0
134862,Book,4,2052.0
134937,Book,3,2053.0
134938,Book,4,2054.0
134978,Book,4,2055.0
135015,Book,4,2056.0
135044,Book,6,2057.0
135073,Book,2,2058.0
135125,Book,2,2059.0
135272,Book,1,2060.0
135340,Book,5,2061.0
135467,Book,3,2062.0
135812,Book,1,2063.0
135912,Music,4,2064.0
135916,Music,7,2065.0
136050,Book,4,2066.0
136083,Book,1,2067.0
136084,Book,4,2068.0
136336,Music,4,2069.0
136339,Music,15,2070.0
136350,Music,1,2071.0
136435,Music,5,2072.0
136436,Book,1,2073.0
136509,Book,8,2074.0
136576,Book,3,2075.0
136580,Book,2,2076.0
136625,Music,5,2077.0
136628,Music,2,2078.0
136630,Music,4,2079.0
136699,Book,5,2080.0
136756,Book,5,2081.0
136803,Book,2,2082.0
136819,Book,4,2083.0
136820,Book,5,2084.0
136892,Music,17,2085.0
136897,Book,0,2086.0
136934,Book,5,2087.0
137007,Book,5,2088.0
137129,Music,25,2089.0
137151,Book,2,2090.0
137284,Book,10,2091.0
137361,Book,4,2092.0
137373,Book,2,2093.0
137560,Book,2,2094.0
137759,Music,3,2095.0
137815,Book,1,2096.0
137891,Music,4,2097.0
137902,Book,6,2098.0
137965,Book,6,2099.0
137971,Music,4,2100.0
138031,Book,4,2101.0
138091,Book,3,2102.0
138096,Book,2,2103.0
138171,Book,2,2104.0
138251,Book,1,2105.0
138272,Music,7,2106.0
138346,Book,3,2107.0
138390,Book,1,2108.0
138394,Music,4,2109.0
138420,Book,3,2110.0
138648,Video,11,2111.0
138691,Book,3,2112.0
138745,DVD,31,2113.0
138757,Music,6,2114.0
138831,Book,3,2115.0
139103,Book,1,2116.0
139157,Video,4,2117.0
139333,Video,4,2118.0
139338,Book,4,2119.0
139428,Book,5,2120.0
139482,Video,7,2121.0
139600,Book,3,2122.0
139601,Book,4,2123.0
139644,Book,3,2124.0
139660,Book,4,2125.0
139992,Music,2,2126.0
140118,Music,2,2127.0
140174,Music,4,2128.0
140176,Music,5,2129.0
140251,Book,1,2130.0
140437,Book,7,2131.0
140511,Book,4,2132.0
140512,Music,9,2133.0
140515,Book,21,2134.0
140612,Book,1,2135.0
140627,Book,4,2136.0
140638,Book,4,2137.0
140904,Book,5,2138.0
140951,Music,3,2139.0
141017,Book,7,2140.0
141025,Book,2,2141.0
141152,DVD,21,2142.0
141289,DVD,3,2143.0
141397,Book,0,2144.0
141461,Book,2,2145.0
141468,Music,2,2146.0
141548,Book,5,2147.0
141612,Book,6,2148.0
141773,Book,3,2149.0
141774,Book,4,2150.0
141822,Video,3,2151.0
141898,Book,1,2152.0
141939,Book,1,2153.0
142029,DVD,8,2154.0
142042,Book,4,2155.0
142205,Book,2,2156.0
142217,Book,4,2157.0
142377,Book,6,2158.0
142459,Book,3,2159.0
142471,DVD,15,2160.0
142554,Book,3,2161.0
142585,Book,2,2162.0
142588,Book,5,2163.0
142602,Music,2,2164.0
142658,Book,5,2165.0
142998,Music,4,2166.0
142999,Music,2,2167.0
143002,Music,11,2168.0
143019,Music,1,2169.0
143049,DVD,11,2170.0
143052,Music,3,2171.0
143150,Book,2,2172.0
143270,Book,5,2173.0
143296,DVD,19,2174.0
143447,Book,4,2175.0
143548,Book,4,2176.0
143557,Book,3,2177.0
143723,Book,5,2178.0
143724,Book,5,2179.0
143745,Book,3,2180.0
143764,Music,9,2181.0
143862,Music,5,2182.0
143964,Book,2,2183.0
144143,Music,3,2184.0
144144,Music,9,2185.0
144197,Book,2,2186.0
144250,DVD,28,2187.0
144297,Book,1,2188.0
144397,Book,2,2189.0
144685,Book,3,2190.0
144734,Book,5,2191.0
144761,Music,4,2192.0
144822,Music,9,2193.0
144896,Book,3,2194.0
144927,Book,1,2195.0
145083,Book,6,2196.0
145101,Book,2,2197.0
145160,Book,3,2198.0
145214,Book,18,2199.0
145353,Book,6,2200.0
145372,Book,2,2201.0
145499,Book,9,2202.0
145586,Music,3,2203.0
145596,Book,1,2204.0
145825,Book,9,2205.0
145873,Book,2,2206.0
146003,Book,11,2207.0
146023,Book,10,2208.0
146031,Video,3,2209.0
146044,Book,0,2210.0
146070,Book,4,2211.0
146071,Book,1,2212.0
146185,Music,2,2213.0
146280,Book,1,2214.0
146360,Book,2,2215.0
146388,Book,5,2216.0
146569,Book,4,2217.0
146651,Book,1,2218.0
146745,Book,1,2219.0
146752,Book,3,2220.0
146800,Book,6,2221.0
146873,Book,4,2222.0
