"","objectId","customerId","date","rating","votes","helpful"
"9385",6130,"AJVA5O9IUYMLA","2003-6-24",3,1,1
"9386",6130,"ALENE15KXZA1K","2003-6-24",5,0,0
"9387",6130,"ALFYD0J6UP9T9","2003-6-24",5,0,0
"9388",6130,"ALFYD0J6UP9T9","2003-6-24",5,0,0
"9389",6130,"ALFYZY218M72T","2003-6-24",5,0,0
"9390",6130,"ALW0Q7I2CNBFY","2003-6-24",5,0,0
"9391",6130,"ALW0Q7I2CNBFY","2003-6-24",5,0,0
"9392",6130,"AM5Z4KAJQVGB5","2003-6-24",4,246,147
"9393",6130,"AN1UADXYFE46Z","2003-6-24",5,0,0
"9394",6130,"AN1UADXYFE46Z","2003-6-24",5,0,0
"9395",6130,"AN72Y4P65Q2NN","2003-6-24",4,0,0
"9396",6130,"ANCOKDWPOBTOM","2003-6-24",5,0,0
"9397",6130,"ANKZZJP7112RT","2003-6-24",3,0,0
"9398",6130,"ANS8LCQLGNMCA","2003-6-24",5,0,0
"9399",6130,"AOASK3RBRA7HE","2003-6-24",5,0,0
"9400",6130,"AOFI3MBE6YCEQ","2003-6-24",5,35,18
"9401",6130,"AP28QQPWWP1YP","2003-6-24",3,0,0
"9402",6130,"APZD8NHBLDV56","2003-6-24",5,0,0
"9403",6130,"AQ7W04NCMRVZN","2003-6-24",4,0,0
"9404",6130,"AQ9QONQCRWY7H","2003-6-24",5,0,0
"9405",6130,"AR43NAUAWEP0T","2003-6-24",4,0,0
"9406",6130,"AR7GT7IA5K4C0","2003-6-24",5,9,7
"9407",6130,"AS2GFD4GFEG6F","2003-6-24",5,0,0
"9408",6130,"AV1KGBHXFMSSS","2003-6-24",5,0,0
"9409",6130,"AV1KGBHXFMSSS","2003-6-24",5,0,0
"9410",6130,"AV1NGGRD7KVHI","2003-6-24",4,0,0
"9411",6130,"AV87BQTB8AS15","2003-6-24",5,0,0
"9412",6130,"AV8BB1SL2ZVC8","2003-6-24",5,0,0
"9413",6130,"AV8BB1SL2ZVC8","2003-6-24",5,0,0
"9414",6130,"AVAXP496Z9MXV","2003-6-24",5,0,0
"9415",6130,"AVM4Z0NQH6G6W","2003-6-24",5,3,3
"9416",6130,"AVYY1H9VO0IYD","2003-6-24",5,0,0
"9417",6130,"AVZ2OZ479Q9E8","2003-6-24",4,7,3
"9418",6130,"AW3EP3S2ZVMFB","2003-6-24",4,0,0
"9419",6130,"AWNPSYD538WHE","2003-6-24",5,0,0
"9420",6130,"AWQJ9M7X0RVAK","2003-6-24",3,10,1
"9421",6130,"AWQW3UD9AT301","2003-6-24",4,0,0
"9422",6130,"AWVKJJ8IT20JT","2003-6-24",4,0,0
"9423",6130,"AX3Q44S1YKHQT","2003-6-24",5,0,0
"9424",6130,"AXKHY11D1VWUM","2003-6-24",5,0,0
"9425",6130,"AXKKNHBVIAOWD","2003-6-24",5,0,0
"9426",6130,"AXKKNHBVIAOWD","2003-6-24",5,0,0
"9427",6130,"AZ8C866753A5E","2003-6-24",5,0,0
"9428",6130,"AZ8C866753A5E","2003-6-24",5,0,0
"9429",6130,"AZBFOXYBAXW5S","2003-6-24",5,0,0
"9430",6130,"AZBFOXYBAXW5S","2003-6-24",5,0,0
"9431",6130,"AZOW89D0NXMUT","2003-6-24",4,0,0
"9432",6130,"A11CQNP8TD0TT3","2003-6-25",1,5,4
"9433",6130,"A14N8D1N776PWA","2003-6-25",2,11,7
"9434",6130,"A15N6EUPXVX9CZ","2003-6-25",5,0,0
"9435",6130,"A16DN2WLAQD4F7","2003-6-25",5,0,0
"9436",6130,"A16QERCFY9FF23","2003-6-25",2,3,2
"9437",6130,"A16WUX0G8SFMAT","2003-6-25",5,0,0
"9438",6130,"A179GOEJB1ATUL","2003-6-25",4,0,0
"9439",6130,"A17VIXAO9KNSF4","2003-6-25",5,0,0
"9440",6130,"A180N0KJT9TUPX","2003-6-25",5,0,0
"9441",6130,"A19BIKQ6MBIDZ5","2003-6-25",5,0,0
"9442",6130,"A1BDM9FCMJBZKT","2003-6-25",5,1,1
"9443",6130,"A1BOUT45HDHAVN","2003-6-25",4,1,1
"9444",6130,"A1CCW1EZ7EFZXC","2003-6-25",5,0,0
"9445",6130,"A1DDSC8W1D9L6K","2003-6-25",5,0,0
"9446",6130,"A1DJMMJ4OQ2712","2003-6-25",5,1,1
"9447",6130,"A1FQMFE8CTDBKD","2003-6-25",3,1,1
"9448",6130,"A1HYO7Y2NFW762","2003-6-25",4,0,0
"9449",6130,"A1IEN6YWZP9VAJ","2003-6-25",5,0,0
"9450",6130,"A1J9V48C5CNJD4","2003-6-25",5,0,0
"9451",6130,"A1KFY9CTAI56EE","2003-6-25",5,0,0
"9452",6130,"A1KZP1PGPLWW1J","2003-6-25",5,0,0
"9453",6130,"A1L6EZ1BZJMOLV","2003-6-25",4,0,0
"9454",6130,"A1LT8ZM7HI01FN","2003-6-25",5,0,0
"9455",6130,"A1NQVOXO0VC8DQ","2003-6-25",5,0,0
"9456",6130,"A1OT6WNDUHLE5P","2003-6-25",5,0,0
"9457",6130,"A1OYE78EE2GJTV","2003-6-25",3,0,0
"9458",6130,"A1P8CG5R4JTE45","2003-6-25",4,0,0
"9459",6130,"A1PCG959OV7SW1","2003-6-25",5,0,0
"9460",6130,"A1PT97F72SYZKX","2003-6-25",5,0,0
"9461",6130,"A1QTED2J1N3Z4D","2003-6-25",5,0,0
"9462",6130,"A1T6UE0L08CY00","2003-6-25",4,0,0
"9463",6130,"A1T7RW4GQ551ZG","2003-6-25",5,0,0
"9464",6130,"A1UFVE4M3IC3C8","2003-6-25",5,0,0
"9465",6130,"A1W1W1OMNR55K0","2003-6-25",5,0,0
"9466",6130,"A1ZQTCE6EVIH5V","2003-6-25",5,0,0
"9467",6130,"A21WC3TSMN2ZDH","2003-6-25",4,0,0
"9468",6130,"A22OJDAD93KOA7","2003-6-25",5,0,0
"9469",6130,"A249EJK102IP18","2003-6-25",2,0,0
"9470",6130,"A24LW5XGVE0KTX","2003-6-25",4,0,0
"9471",6130,"A24NUWJ6WTKI5Z","2003-6-25",5,0,0
"9472",6130,"A24ODZ09DBRG6E","2003-6-25",5,0,0
"9473",6130,"A25AXWGBGJ5KBS","2003-6-25",5,0,0
"9474",6130,"A25ZWIKQ7J6XP4","2003-6-25",5,0,0
"9475",6130,"A27D6OHLVWW44N","2003-6-25",5,0,0
"9476",6130,"A2803OZNW9C1HJ","2003-6-25",4,0,0
"9477",6130,"A281XFD8PI9Q37","2003-6-25",5,0,0
"9478",6130,"A28DCGVA6UWS90","2003-6-25",5,0,0
"9479",6130,"A299I8XM4XUJFA","2003-6-25",5,0,0
"9480",6130,"A2AB6QWN5O2UQ3","2003-6-25",5,0,0
"9481",6130,"A2B6US7IUVC1NP","2003-6-25",5,2,2
"9482",6130,"A2B7VCMPF99WFG","2003-6-25",1,4,0
"9483",6130,"A2CCZAOJJMAV6E","2003-6-25",5,0,0
"9484",6130,"A2CTA1H9WFXJQF","2003-6-25",5,1,1
"9485",6130,"A2EZRA3NP8Z07V","2003-6-25",5,0,0
"9486",6130,"A2FY0E2FQ8TP4F","2003-6-25",5,1,0
"9487",6130,"A2FY6GB3S7NNGY","2003-6-25",5,0,0
"9488",6130,"A2G83I1UHCRGP1","2003-6-25",3,0,0
"9489",6130,"A2G83I1UHCRGP1","2003-6-25",3,0,0
"9490",6130,"A2G83I1UHCRGP1","2003-6-25",3,0,0
"9491",6130,"A2G83I1UHCRGP1","2003-6-25",3,0,0
"9492",6130,"A2GFDTEZX5PNT1","2003-6-25",5,1,1
"9493",6130,"A2GKKXR1N8K1RG","2003-6-25",5,0,0
"9494",6130,"A2IAZ8LIJE0QMU","2003-6-25",5,0,0
"9495",6130,"A2IU4ZXI7JZ021","2003-6-25",5,2,2
"9496",6130,"A2IVWWO0A5O9SV","2003-6-25",5,0,0
"9497",6130,"A2JCKLJ7CNIXVW","2003-6-25",5,0,0
"9498",6130,"A2K74RV9GQSZY4","2003-6-25",5,0,0
"9499",6130,"A2KQ2YMAJ0P2AZ","2003-6-25",5,0,0
"9500",6130,"A2KYKNGKOPX8ZH","2003-6-25",5,0,0
"9501",6130,"A2MGFATILIWETY","2003-6-25",3,0,0
"9502",6130,"A2MUJRETR7UTG","2003-6-25",5,0,0
"9503",6130,"A2NIGI5371S5U6","2003-6-25",5,3,2
"9504",6130,"A2OGCCVG9S15HQ","2003-6-25",5,0,0
"9505",6130,"A2OVVVD5B12YJX","2003-6-25",5,0,0
"9506",6130,"A2P84XGBOF4UVZ","2003-6-25",4,0,0
"9507",6130,"A2PKX6N2B2I3J7","2003-6-25",5,0,0
"9508",6130,"A2PYQ58MSQQPNG","2003-6-25",4,0,0
"9509",6130,"A2Q6ZQUTCT93GF","2003-6-25",5,0,0
"9510",6130,"A2QZBX9ET965IS","2003-6-25",3,0,0
"9511",6130,"A2RDWA9Q4UIBY7","2003-6-25",5,0,0
"9512",6130,"A2SF7TJFZ73OZ8","2003-6-25",5,1,1
"9513",6130,"A2SHQJP6PNQTLD","2003-6-25",5,2,2
"9514",6130,"A2SLMVAZWMMQBA","2003-6-25",4,2,1
"9515",6130,"A2SRCKITOH4IUB","2003-6-25",5,0,0
"9516",6130,"A2TSPQJOIUIJDZ","2003-6-25",5,0,0
"9517",6130,"A2UQ2DHTIHBUV5","2003-6-25",5,0,0
"9518",6130,"A2VZI30NPHU94H","2003-6-25",4,0,0
"9519",6130,"A2WFXV226KTJK6","2003-6-25",3,0,0
"9520",6130,"A2WW3F7RMBJKG8","2003-6-25",5,1,0
"9521",6130,"A2YF9WS1GLKD1M","2003-6-25",5,0,0
"9522",6130,"A2ZDCDEWPFIEGQ","2003-6-25",5,0,0
"9523",6130,"A2ZF9FKE68HQN7","2003-6-25",5,0,0
"9524",6130,"A2ZHIOSZW2QJGO","2003-6-25",5,0,0
"9525",6130,"A304AVZJMH4MHG","2003-6-25",5,0,0
"9526",6130,"A30RUYRR009JLU","2003-6-25",5,0,0
"9527",6130,"A31RM5QU797HPJ","2003-6-25",5,0,0
"9528",6130,"A32E8FSKIVWXTW","2003-6-25",5,0,0
"9529",6130,"A32I0RKQEYZ8T7","2003-6-25",5,0,0
"9530",6130,"A32NP6D9MB7HOA","2003-6-25",5,0,0
"9531",6130,"A32NRFFXDMDSU6","2003-6-25",5,0,0
"9532",6130,"A32PS2MTEWZ8M0","2003-6-25",5,0,0
"9533",6130,"A33ZLJGIJ6CM1X","2003-6-25",5,0,0
"9534",6130,"A340VLH8QDWB8Q","2003-6-25",3,15,10
"9535",6130,"A345W8C3CYI954","2003-6-25",5,1,0
"9536",6130,"A3476D5DQX3LKX","2003-6-25",3,0,0
"9537",6130,"A34CLA7DPQJ74W","2003-6-25",2,0,0
"9538",6130,"A34PUH7KNZ9HCJ","2003-6-25",5,0,0
"9539",6130,"A34PUH7KNZ9HCJ","2003-6-25",5,0,0
"9540",6130,"A34VZPZU3HRW1A","2003-6-25",5,0,0
"9541",6130,"A350KHCQXVK268","2003-6-25",5,0,0
"9542",6130,"A367DBXFECVP95","2003-6-25",5,0,0
"9543",6130,"A36FTPMV4J71R7","2003-6-25",5,0,0
"9544",6130,"A3AIRJ2HZ5PU3J","2003-6-25",4,0,0
"9545",6130,"A3AIRJ2HZ5PU3J","2003-6-25",4,0,0
"9546",6130,"A3BWZMMP3IUO81","2003-6-25",5,0,0
"9547",6130,"A3CL5R0RQX8M2A","2003-6-25",4,0,0
"9548",6130,"A3DHOJ5KIEFRF1","2003-6-25",5,0,0
"9549",6130,"A3DY3T0ZVP9X6Z","2003-6-25",3,1,1
"9550",6130,"A3E0T9Q1GGDDBE","2003-6-25",5,4,4
"9551",6130,"A3FZLW6H0S9R75","2003-6-25",4,3,1
"9552",6130,"A3GC605EGHSQ4V","2003-6-25",3,0,0
"9553",6130,"A3GZB5BGUIB99W","2003-6-25",5,0,0
"9554",6130,"A3HK1FBFWQ9GTK","2003-6-25",5,0,0
"9555",6130,"A3HUW4IGYT4VRL","2003-6-25",4,0,0
"9556",6130,"A3I1O6M27RJZN1","2003-6-25",5,0,0
"9557",6130,"A3IJ7XDO7ZMKLQ","2003-6-25",3,1,1
"9558",6130,"A3JHM7AXCBBKBY","2003-6-25",4,0,0
"9559",6130,"A3JUMMIGJ7B38X","2003-6-25",5,2,2
"9560",6130,"A3K3B68MUSCAG3","2003-6-25",5,0,0
"9561",6130,"A3KMS6YHQZXLBP","2003-6-25",5,4,0
"9562",6130,"A3L0FQYVHXTT5F","2003-6-25",5,3,3
"9563",6130,"A3LM7ZYSDGCNKH","2003-6-25",5,0,0
"9564",6130,"A3M02Q7JZKNV4R","2003-6-25",2,0,0
"9565",6130,"A3N3U3AVEDH462","2003-6-25",5,0,0
"9566",6130,"A3NDFSHRC28RSY","2003-6-25",5,0,0
"9567",6130,"A3PVQ6WYUKV82J","2003-6-25",5,0,0
"9568",6130,"A3QCV95Y1BEV1Y","2003-6-25",3,1,1
"9569",6130,"A3QFKNW8IOV9HK","2003-6-25",5,0,0
"9570",6130,"A3QFZGFIY457LD","2003-6-25",5,0,0
"9571",6130,"A3QZWDYRKP3VNN","2003-6-25",5,0,0
"9572",6130,"A3R1YZCEEO504Q","2003-6-25",5,0,0
"9573",6130,"A3SE8A706NTIJ1","2003-6-25",5,0,0
"9574",6130,"A3TKH6CAK1A647","2003-6-25",5,0,0
"9575",6130,"A3U3SKWSNTG18G","2003-6-25",5,0,0
"9576",6130,"A3UN6WX5RRO2AG","2003-6-25",3,1,1
"9577",6130,"A3UN6WX5RRO2AG","2003-6-25",4,3,1
"9578",6130,"A3UN6WX5RRO2AG","2003-6-25",4,0,0
"9579",6130,"A3UN6WX5RRO2AG","2003-6-25",5,0,0
"9580",6130,"A3UN6WX5RRO2AG","2003-6-25",5,1,1
"9581",6130,"A3UN6WX5RRO2AG","2003-6-25",5,0,0
"9582",6130,"A3UN6WX5RRO2AG","2003-6-25",5,0,0
"9583",6130,"A3UN6WX5RRO2AG","2003-6-25",5,0,0
"9584",6130,"A3UN6WX5RRO2AG","2003-6-25",5,0,0
"9585",6130,"A3UN6WX5RRO2AG","2003-6-25",5,0,0
"9586",6130,"A3UN6WX5RRO2AG","2003-6-25",5,0,0
"9587",6130,"A3UN6WX5RRO2AG","2003-6-25",5,0,0
"9588",6130,"A3UN6WX5RRO2AG","2003-6-25",5,0,0
"9589",6130,"A3UN6WX5RRO2AG","2003-6-25",5,0,0
"9590",6130,"A3UN6WX5RRO2AG","2003-6-25",5,0,0
"9591",6130,"A3UN6WX5RRO2AG","2003-6-25",5,0,0
"9592",6130,"A3UN6WX5RRO2AG","2003-6-25",5,0,0
"9593",6130,"A3UN6WX5RRO2AG","2003-6-25",5,1,1
"9594",6130,"A3VTUPGTOVY9KF","2003-6-25",5,0,0
"9595",6130,"A3VW1NWJUCQ48X","2003-6-25",3,0,0
"9596",6130,"A3Y9JRW1IMUNP","2003-6-25",5,0,0
"9597",6130,"A4UY60EQFTERR","2003-6-25",5,0,0
"9598",6130,"A58G3MX21F68K","2003-6-25",5,0,0
"9599",6130,"A5JGX4Q15B3XX","2003-6-25",5,0,0
"9600",6130,"A6BIHPY6HW7H7","2003-6-25",5,0,0
"9601",6130,"A71L2IH543N50","2003-6-25",5,0,0
"9602",6130,"A83X5NAAI5JVQ","2003-6-25",3,1,1
"9603",6130,"A8MAB1GAM0K2G","2003-6-25",5,0,0
"9604",6130,"A8Q7GRO5WFNOY","2003-6-25",5,0,0
"9605",6130,"A92JC407SR6YS","2003-6-25",5,0,0
"9606",6130,"A9YVID5394K2Z","2003-6-25",4,0,0
"9607",6130,"AA1LQAD4LH37B","2003-6-25",3,27,19
"9608",6130,"AARS6368WURSH","2003-6-25",5,1,0
"9609",6130,"AB9EHSFF2IUE3","2003-6-25",5,0,0
"9610",6130,"ABRS896ZV01N3","2003-6-25",5,0,0
"9611",6130,"ACBNSV3DRCZ71","2003-6-25",5,0,0
"9612",6130,"ACK4ML5AAU8T","2003-6-25",5,0,0
"9613",6130,"ACSKO60V36E8R","2003-6-25",4,0,0
"9614",6130,"ADQ85WVID6X7E","2003-6-25",4,0,0
"9615",6130,"ADVW5QVX7O57A","2003-6-25",2,1,0
"9616",6130,"AE6V1VKBFEDW2","2003-6-25",5,0,0
"9617",6130,"AENGQJKTGYW93","2003-6-25",5,0,0
"9618",6130,"AEYO6IWBNP4JW","2003-6-25",1,17,6
"9619",6130,"AFJI2ZJDAVO4Z","2003-6-25",5,1,1
"9620",6130,"AGTRDX5KMHAR7","2003-6-25",5,0,0
"9621",6130,"AHLWYAZ1HOHL7","2003-6-25",5,0,0
"9622",6130,"AIG07WBUZOF","2003-6-25",5,0,0
"9623",6130,"AJCFV8O0J3LBQ","2003-6-25",5,0,0
"9624",6130,"AJEKUT6QHDE9P","2003-6-25",5,0,0
"9625",6130,"AJWRYO8VJ78AS","2003-6-25",4,0,0
"9626",6130,"AK4ES9IAKGQ6F","2003-6-25",4,0,0
"9627",6130,"AK7Z5553V52X1","2003-6-25",5,0,0
"9628",6130,"AKIJ82XRA324X","2003-6-25",5,0,0
"9629",6130,"AL32RCRVVN28R","2003-6-25",5,0,0
"9630",6130,"AL32RCRVVN28R","2003-6-25",5,0,0
"9631",6130,"ALWFF7PNVI3B3","2003-6-25",5,0,0
"9632",6130,"AN7PO2FDLGD5M","2003-6-25",5,0,0
"9633",6130,"ANZ55MEEDE43L","2003-6-25",5,0,0
"9634",6130,"AOQ2A0FA99IG7","2003-6-25",5,0,0
"9635",6130,"AP1ZGVCYDV9DQ","2003-6-25",5,0,0
"9636",6130,"AQHW6Y5Y1UTLR","2003-6-25",5,0,0
"9637",6130,"AQHW6Y5Y1UTLR","2003-6-25",5,0,0
"9638",6130,"ARFIVZES79C4S","2003-6-25",5,0,0
"9639",6130,"ASKDSMC7QI2KZ","2003-6-25",4,0,0
"9640",6130,"AT8REUD2UJQIT","2003-6-25",5,0,0
"9641",6130,"ATFQQVKQF4C35","2003-6-25",5,0,0
"9642",6130,"AU77U8CELKFLH","2003-6-25",1,15,2
"9643",6130,"AU7SUI2BBL0DL","2003-6-25",4,0,0
"9644",6130,"AUD259935AE17","2003-6-25",5,2,0
"9645",6130,"AUTIWMIR91TVQ","2003-6-25",4,0,0
"9646",6130,"AV4IYRISNMO7X","2003-6-25",5,1,0
"9647",6130,"AWB1BC9NQGX4C","2003-6-25",5,0,0
"9648",6130,"AWNDPE9KF9GMF","2003-6-25",4,0,0
"9649",6130,"AXAQCH1LL2WJP","2003-6-25",5,0,0
"9650",6130,"AY3B2QOINRKA9","2003-6-25",5,1,1
"9651",6130,"AYEWLU6NI17IL","2003-6-25",4,0,0
"9652",6130,"AYSCBPYBTOOV2","2003-6-25",5,0,0
"9653",6130,"AZOHMY3WZJ6VY","2003-6-25",5,2,1
"9654",6130,"A12CT2KHPM2K6G","2003-6-26",5,0,0
"9655",6130,"A140TDHKNCY1Y","2003-6-26",5,0,0
"9656",6130,"A16P1IGBX5VJ7S","2003-6-26",2,0,0
"9657",6130,"A17M90JXPKJU0O","2003-6-26",4,0,0
"9658",6130,"A17N1B9ZDC90A5","2003-6-26",5,0,0
"9659",6130,"A18DVH0VJ8N10P","2003-6-26",2,1,1
"9660",6130,"A1APMO0CH951EA","2003-6-26",5,0,0
"9661",6130,"A1AVLVC3Y24TZ9","2003-6-26",3,4,4
"9662",6130,"A1IJOQO8RD0NPO","2003-6-26",4,0,0
"9663",6130,"A1J0MG4ZJ0Z04O","2003-6-26",4,0,0
"9664",6130,"A1M8RJ7U7N52AT","2003-6-26",4,0,0
"9665",6130,"A1ME67ETLOSCFT","2003-6-26",5,0,0
"9666",6130,"A1MLY775MG7BFP","2003-6-26",5,0,0
"9667",6130,"A1O3LHINLC7DN2","2003-6-26",5,0,0
"9668",6130,"A1S3PCJBOAN4JR","2003-6-26",5,0,0
"9669",6130,"A1SIBTH218T1WO","2003-6-26",5,0,0
"9670",6130,"A1UBMZB5MT5D0L","2003-6-26",5,0,0
"9671",6130,"A1W0HHJOQ4644H","2003-6-26",5,1,1
"9672",6130,"A1WXFL6IXQKAM5","2003-6-26",3,0,0
"9673",6130,"A1XP0YZG7XPO2A","2003-6-26",5,0,0
"9674",6130,"A1ZBLR841KOJW5","2003-6-26",5,0,0
"9675",6130,"A1ZOAKNUXD3RGO","2003-6-26",4,0,0
"9676",6130,"A21OKQD736LO0J","2003-6-26",5,0,0
"9677",6130,"A21OKQD736LO0J","2003-6-26",5,0,0
"9678",6130,"A22F05D1PL5MCX","2003-6-26",5,0,0
"9679",6130,"A230KOP3PYL4QV","2003-6-26",4,0,0
"9680",6130,"A244AB0NQJYW1V","2003-6-26",5,0,0
"9681",6130,"A24O85VDQBONEM","2003-6-26",5,0,0
"9682",6130,"A25TB6TAY5IVT9","2003-6-26",4,0,0
"9683",6130,"A27OBJA1YDQFZI","2003-6-26",4,0,0
"9684",6130,"A292AXYD2IOWYV","2003-6-26",1,17,9
"9685",6130,"A2E9AONKOMIHJY","2003-6-26",5,0,0
"9686",6130,"A2HQAA0AGXIOMI","2003-6-26",4,0,0
"9687",6130,"A2L9X3BDM9YH9P","2003-6-26",5,0,0
"9688",6130,"A2P21EY20EH8O0","2003-6-26",5,0,0
"9689",6130,"A2QWRRSOUOVH3H","2003-6-26",5,0,0
"9690",6130,"A2S5C1VTCB7DEB","2003-6-26",5,0,0
"9691",6130,"A2VIUZJPY5YGDY","2003-6-26",5,0,0
"9692",6130,"A2VQGRNH4PH53L","2003-6-26",3,0,0
"9693",6130,"A2WZF9EHTIHE3C","2003-6-26",5,0,0
"9694",6130,"A2YBKW030WEWDK","2003-6-26",3,2,2
"9695",6130,"A2YNSIBQTA0SX3","2003-6-26",5,0,0
"9696",6130,"A2ZMKCGIKHPQ5Z","2003-6-26",5,0,0
"9697",6130,"A31FV82EMPGYHH","2003-6-26",5,0,0
"9698",6130,"A353GM7ZSBIXYE","2003-6-26",5,0,0
"9699",6130,"A37G0F7HWGCLYB","2003-6-26",5,0,0
"9700",6130,"A37LHTNQDSQA8P","2003-6-26",3,0,0
"9701",6130,"A3DGHHG9UYBEOW","2003-6-26",2,0,0
"9702",6130,"A3EOCGJAJWSAW5","2003-6-26",5,0,0
"9703",6130,"A3F1977RV3BFZ4","2003-6-26",5,1,1
"9704",6130,"A3HTZS2JGNDZ8L","2003-6-26",2,0,0
"9705",6130,"A3K05BHS0P6N5M","2003-6-26",2,0,0
"9706",6130,"A3K1RVYM3JQZZS","2003-6-26",5,1,1
"9707",6130,"A3K45GCSKL89GR","2003-6-26",4,0,0
"9708",6130,"A3L7ONRTCBMX3G","2003-6-26",5,0,0
"9709",6130,"A3NDFSHRC28RSY","2003-6-26",5,0,0
"9710",6130,"A3NFP78MGDC6ZC","2003-6-26",4,0,0
"9711",6130,"A3NJCGROMKG9SR","2003-6-26",4,0,0
"9712",6130,"A3NKAM7NQ73FH8","2003-6-26",5,0,0
"9713",6130,"A3OE2GY3BL1GLF","2003-6-26",5,0,0
"9714",6130,"A3R87FCVUG783E","2003-6-26",5,0,0
"9715",6130,"A3RATLCEDZ0KNL","2003-6-26",3,1,1
"9716",6130,"A3RFTH1NPPRBT1","2003-6-26",5,0,0
"9717",6130,"A3RIB0LVSEATGB","2003-6-26",5,0,0
"9718",6130,"A3RMCI57ODVHDV","2003-6-26",5,0,0
"9719",6130,"A3U18UC2HSIJY0","2003-6-26",5,0,0
"9720",6130,"A3UN6WX5RRO2AG","2003-6-26",4,13,0
"9721",6130,"A3UN6WX5RRO2AG","2003-6-26",5,2,1
"9722",6130,"A3UN6WX5RRO2AG","2003-6-26",5,0,0
"9723",6130,"A3UN6WX5RRO2AG","2003-6-26",5,0,0
"9724",6130,"A3UN6WX5RRO2AG","2003-6-26",5,0,0
"9725",6130,"A3UN6WX5RRO2AG","2003-6-26",5,0,0
"9726",6130,"A3UN6WX5RRO2AG","2003-6-26",5,1,0
"9727",6130,"A3VAVRSW7WU4V2","2003-6-26",5,0,0
"9728",6130,"A3Z48AWC3ROOR","2003-6-26",5,0,0
"9729",6130,"A3Z48AWC3ROOR","2003-6-26",5,0,0
"9730",6130,"A3ZUOI8XJCUJH","2003-6-26",5,0,0
"9731",6130,"A4PMJ7OOIH1W4","2003-6-26",5,0,0
"9732",6130,"A5NNCLLI764OE","2003-6-26",3,1,1
"9733",6130,"A8LT66GHJAOQY","2003-6-26",5,0,0
"9734",6130,"ABP4J8KEYNX5C","2003-6-26",3,1,1
"9735",6130,"ABXSJ5J2EQS8R","2003-6-26",5,0,0
"9736",6130,"AC6LSNTZ9L296","2003-6-26",3,0,0
"9737",6130,"ACBAKZYGS1VQA","2003-6-26",4,0,0
"9738",6130,"ADIPO3QQ1O0AP","2003-6-26",3,1,1
"9739",6130,"ADJRCP6MF8D5U","2003-6-26",5,0,0
"9740",6130,"ADX2B9TZJR0UO","2003-6-26",5,0,0
"9741",6130,"AE7LXWCMG694O","2003-6-26",2,0,0
"9742",6130,"AEBH7C9B1HOGJ","2003-6-26",5,0,0
"9743",6130,"AEC4FDIDCU0O9","2003-6-26",5,5,3
"9744",6130,"AFUBFLV6Y7H24","2003-6-26",5,0,0
"9745",6130,"AG5QI2BZ2UTZ7","2003-6-26",5,0,0
"9746",6130,"AH7TLL6289CPF","2003-6-26",5,2,0
"9747",6130,"AHI6C0OB85TDZ","2003-6-26",5,0,0
"9748",6130,"AJKAHHP4ME8K7","2003-6-26",5,5,4
"9749",6130,"AKKAC9CSYTBAM","2003-6-26",5,0,0
"9750",6130,"ANDZ0GZP7ZF9S","2003-6-26",3,0,0
"9751",6130,"AQEXEHEGMG1FQ","2003-6-26",4,0,0
"9752",6130,"ARRD4KKBAD3YF","2003-6-26",5,0,0
"9753",6130,"AS62ZQXWVKHRB","2003-6-26",5,0,0
"9754",6130,"ASAN2AG7CAJGT","2003-6-26",5,0,0
"9755",6130,"ASAN2AG7CAJGT","2003-6-26",5,0,0
"9756",6130,"ATIIOXSJFMF8X","2003-6-26",3,2,2
"9757",6130,"ATLPZVHHP1NT7","2003-6-26",5,0,0
"9758",6130,"ATLPZVHHP1NT7","2003-6-26",5,0,0
"9759",6130,"AVH40P4UQK786","2003-6-26",5,0,0
"9760",6130,"AVH40P4UQK786","2003-6-26",5,0,0
"9761",6130,"AXXK5NJRM61IU","2003-6-26",1,12,7
"9762",6130,"AYLC085ZL5X5O","2003-6-26",5,7,3
"9763",6130,"AYQF1IM7MT5X5","2003-6-26",5,0,0
"9764",6130,"AZ2ZCJVOS8UHH","2003-6-26",5,0,0
"9765",6130,"AZ6PEOCFJKZ7I","2003-6-26",5,4,2
"9766",6130,"AZDGDXUPBND2U","2003-6-26",5,4,0
"9767",6130,"A10N2GIOIND9OY","2003-6-27",4,0,0
"9768",6130,"A10SMJ4OK2IN1D","2003-6-27",5,0,0
"9769",6130,"A10T7P2S0SXWFY","2003-6-27",5,0,0
"9770",6130,"A15U8M4RWKSWGF","2003-6-27",5,10,5
"9771",6130,"A171BHSB3XLGBL","2003-6-27",4,11,2
"9772",6130,"A1AHXA2VF4Q6AK","2003-6-27",5,1,0
"9773",6130,"A1C8DLQ92VSL0X","2003-6-27",5,0,0
"9774",6130,"A1CB387BDVSVOE","2003-6-27",5,0,0
"9775",6130,"A1JW6I17KQQQZZ","2003-6-27",4,0,0
"9776",6130,"A1L2Q3KB0S2N6N","2003-6-27",5,0,0
"9777",6130,"A1NVJ4R8608AZR","2003-6-27",5,0,0
"9778",6130,"A1PKVIFHQ8DZZB","2003-6-27",5,0,0
"9779",6130,"A1SAJCR20697ON","2003-6-27",5,1,0
"9780",6130,"A1UJ5KU90M6PZX","2003-6-27",2,2,1
"9781",6130,"A1UZR7W34GNCTA","2003-6-27",1,13,3
